,Montreal,Vancouver,Ottawa,Toronto,Victoria,St. John's,Edmonton,Calgary,Moncton,Fredericton,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2022-04-02,3,9,3,3,36,32,22,38,35,35,2.0,8.0,21.0,5.0,3.0
2022-04-03,4,10,4,4,37,33,23,39,36,36,3.0,9.0,22.0,6.0,4.0
2022-04-04,5,11,5,5,38,34,24,40,37,37,4.0,10.0,23.0,7.0,0.0
2022-04-05,6,12,6,6,39,35,25,41,38,38,5.0,11.0,24.0,8.0,1.0
2022-04-06,7,13,7,7,0,36,26,42,39,39,0.0,12.0,25.0,9.0,0.0
2022-04-07,8,14,8,8,1,37,27,43,40,40,1.0,13.0,26.0,10.0,0.0
2022-04-08,9,15,9,9,2,38,28,44,41,41,2.0,14.0,27.0,11.0,1.0
2022-04-09,10,16,10,10,3,39,29,45,42,42,3.0,15.0,28.0,12.0,2.0
2022-04-10,11,17,11,11,4,40,30,0,43,43,4.0,16.0,29.0,13.0,3.0
2022-04-11,12,18,12,12,5,41,31,0,44,44,5.0,0.0,0.0,0.0,4.0
2022-04-12,13,19,13,13,6,42,32,0,45,45,6.0,1.0,1.0,1.0,5.0
2022-04-13,14,0,14,14,7,43,33,0,46,46,0.0,2.0,2.0,2.0,6.0
2022-04-14,15,0,15,15,0,44,0,0,47,47,1.0,3.0,3.0,3.0,7.0
2022-04-15,16,0,16,16,0,45,1,0,48,48,2.0,4.0,4.0,0.0,8.0
2022-04-16,17,0,17,17,0,46,2,0,49,49,3.0,0.0,0.0,0.0,9.0
2022-04-17,18,0,18,18,0,47,3,1,50,50,4.0,1.0,0.0,0.0,10.0
2022-04-18,0,1,19,19,1,48,0,0,51,51,5.0,0.0,0.0,0.0,11.0
2022-04-19,1,2,20,20,2,49,1,1,52,52,6.0,1.0,1.0,0.0,12.0
2022-04-20,2,3,21,21,3,50,2,2,53,53,7.0,2.0,2.0,1.0,13.0
2022-04-21,3,4,22,22,0,51,3,0,54,54,8.0,3.0,0.0,2.0,14.0
2022-04-22,4,5,23,23,1,52,4,1,55,55,9.0,4.0,1.0,3.0,15.0
2022-04-23,5,6,24,24,2,53,5,2,56,56,10.0,5.0,2.0,4.0,16.0
2022-04-24,6,7,25,25,3,54,6,3,57,57,11.0,6.0,3.0,5.0,17.0
2022-04-25,7,8,26,26,4,55,7,4,58,58,12.0,7.0,0.0,0.0,18.0
2022-04-26,8,0,27,27,0,56,8,5,59,59,13.0,8.0,1.0,0.0,19.0
2022-04-27,9,0,28,0,1,57,9,6,60,60,14.0,9.0,2.0,1.0,20.0
2022-04-28,10,1,29,0,2,58,10,7,61,61,15.0,10.0,3.0,2.0,21.0
2022-04-29,11,2,30,1,0,59,11,8,62,62,16.0,11.0,4.0,3.0,22.0
2022-04-30,12,3,31,2,1,60,12,9,63,63,17.0,12.0,5.0,4.0,23.0
2022-05-01,13,0,32,3,0,61,13,10,64,64,18.0,13.0,6.0,5.0,0.0
2022-05-02,14,1,33,4,1,62,14,11,65,65,19.0,14.0,7.0,6.0,0.0
2022-05-03,15,2,34,5,2,63,15,12,0,66,20.0,15.0,8.0,7.0,1.0
2022-05-04,16,3,35,6,3,64,16,13,1,67,21.0,16.0,9.0,8.0,0.0
2022-05-05,17,4,36,7,4,65,17,14,2,68,22.0,17.0,10.0,9.0,1.0
2022-05-06,18,5,37,8,5,66,18,15,3,0,23.0,18.0,11.0,10.0,2.0
2022-05-07,19,6,38,9,0,0,19,16,0,0,24.0,19.0,12.0,11.0,0.0
2022-05-08,20,7,39,10,0,0,20,17,0,0,25.0,20.0,13.0,12.0,0.0
2022-05-09,21,8,40,11,1,1,21,18,1,1,26.0,21.0,14.0,13.0,1.0
2022-05-10,22,9,41,12,2,2,22,19,2,2,27,22,15,14,2
2022-05-11,23,10,42,13,3,3,23,20,3,3,28,23,16,15,3
