,Edmonton,Fredericton,Ottawa,St. John's,Moncton,Calgary,Montreal,Toronto,Vancouver,Victoria,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2018-04-08,18,12,10,1,9.0,68.0,10.0,13.0,63.0,12.0,,,,,
2018-04-09,19,13,11,2,10.0,69.0,11.0,14.0,64.0,13.0,,,,,
2018-04-10,20,14,12,3,11.0,70.0,12.0,15.0,65.0,0.0,,,,,
2018-04-11,21,15,13,4,12.0,71.0,13.0,16.0,66.0,1.0,,,,,
2018-04-12,22,16,14,5,13.0,72.0,14.0,17.0,67.0,2.0,,,,,
2018-04-13,23,17,15,6,14.0,73.0,15.0,18.0,68.0,3.0,,,,,
2018-04-14,24,18,16,7,15.0,74.0,16.0,19.0,69.0,4.0,,,,,
2018-04-15,25,19,17,8,16.0,75.0,17.0,20.0,70.0,5.0,,,,,
2018-04-16,26,20,18,9,17.0,76.0,18.0,21.0,71.0,6.0,,,,,
2018-04-17,27,21,19,10,18.0,77.0,19.0,22.0,72.0,7.0,,,,,
2018-04-18,28,22,20,0,19.0,78.0,20.0,23.0,73.0,8.0,,,,,
2018-04-19,29,23,21,0,0.0,79.0,21.0,24.0,74.0,9.0,,,,,
2018-04-20,30,24,22,1,1.0,80.0,22.0,25.0,75.0,10.0,,,,,
2018-04-21,31,25,23,2,2.0,81.0,23.0,26.0,76.0,11.0,,,,,
2018-04-22,32,26,24,3,3.0,82.0,24.0,27.0,77.0,12.0,,,,,
2018-04-23,33,27,0,4,0.0,83.0,0.0,28.0,78.0,0.0,,,,,
2018-04-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2018-04-25,1,1,1,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,
2018-04-26,2,2,2,0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,
2018-04-27,0,3,3,1,1.0,0.0,3.0,3.0,1.0,0.0,,,,,
2018-04-28,0,4,4,0,0.0,1.0,4.0,4.0,2.0,1.0,,,,,
2018-04-29,1,5,5,0,1.0,2.0,5.0,5.0,3.0,2.0,,,,,
2018-04-30,2,6,6,1,2.0,3.0,6.0,0.0,4.0,3.0,,,,,
2018-05-01,3,7,7,0,3.0,4.0,7.0,0.0,5.0,4.0,,,,,
2018-05-02,4,8,0,0,0.0,5.0,0.0,0.0,6.0,5.0,,,,,
2018-05-03,5,9,1,1,1.0,6.0,1.0,1.0,0.0,6.0,,,,,
2018-05-04,6,10,2,2,2.0,7.0,2.0,0.0,1.0,7.0,,,,,
2018-05-05,7,11,3,3,3.0,8.0,3.0,0.0,0.0,8.0,,,,,
2018-05-06,8,12,4,4,4.0,9.0,4.0,1.0,0.0,9.0,,,,,
2018-05-07,9,13,5,5,5.0,10.0,5.0,2.0,1.0,10.0,,,,,
2018-05-08,0,14,6,6,6.0,0.0,6.0,3.0,2.0,11.0,,,,,
2018-05-09,1,0,7,7,7.0,1.0,7.0,4.0,3.0,12.0,,,,,
2018-05-10,2,1,8,8,8.0,2.0,8.0,5.0,4.0,13.0,,,,,
2018-05-11,3,2,9,9,9.0,3.0,9.0,6.0,5.0,14.0,,,,,
2018-05-12,4,3,10,10,10.0,4.0,10.0,7.0,6.0,0.0,,,,,
2018-05-13,5,4,11,11,11.0,0.0,0.0,8.0,7.0,1.0,,,,,
2018-05-14,0,5,0,12,12.0,0.0,1.0,0.0,0.0,2.0,,,,,
2018-05-15,0,6,1,0,0.0,0.0,2.0,0.0,0.0,3.0,,,,,
2018-05-16,1,7,0,1,1.0,0.0,3.0,1.0,1.0,4.0,,,,,
2018-05-17,2,8,1,2,2.0,1.0,4.0,2.0,2.0,5.0,,,,,
2018-05-18,3,9,2,3,3.0,2.0,5.0,3.0,3.0,6.0,,,,,
2018-05-19,0,10,3,4,4.0,3.0,6.0,4.0,4.0,7.0,,,,,
2018-05-20,0,11,4,5,5.0,0.0,7.0,5.0,5.0,8.0,,,,,
2018-05-21,1,12,5,6,6.0,1.0,0.0,6.0,6.0,9.0,,,,,
2018-05-22,0,13,6,7,7.0,0.0,1.0,7.0,7.0,10.0,,,,,
2018-05-23,0,14,7,8,8.0,1.0,2.0,0.0,0.0,11.0,,,,,
2018-05-24,0,15,8,9,9.0,0.0,3.0,1.0,0.0,12.0,,,,,
2018-05-25,0,16,9,10,10.0,0.0,4.0,0.0,0.0,13.0,,,,,
2018-05-26,1,17,10,11,11.0,0.0,5.0,1.0,1.0,14.0,,,,,
2018-05-27,2,18,11,12,12.0,1.0,6.0,2.0,2.0,15.0,,,,,
2018-05-28,0,19,12,13,13.0,0.0,7.0,3.0,3.0,16.0,,,,,
2018-05-29,1,20,13,0,14.0,1.0,8.0,4.0,4.0,17.0,,,,,
2018-05-30,2,21,14,1,15.0,2.0,9.0,5.0,5.0,18.0,,,,,
2018-05-31,3,22,15,2,16.0,3.0,10.0,0.0,6.0,19.0,,,,,
2018-06-01,4,23,16,3,0.0,4.0,11.0,0.0,7.0,20.0,,,,,
2018-06-02,5,24,17,4,1.0,5.0,12.0,1.0,0.0,21.0,,,,,
2018-06-03,6,25,18,5,2.0,6.0,13.0,2.0,1.0,22.0,,,,,
2018-06-04,7,26,19,6,3.0,7.0,14.0,3.0,2.0,23.0,,,,,
2018-06-05,8,27,20,7,4.0,8.0,15.0,4.0,3.0,24.0,,,,,
2018-06-06,9,28,21,8,5.0,9.0,16.0,5.0,4.0,25.0,,,,,
2018-06-07,10,29,22,9,6.0,10.0,17.0,6.0,5.0,26.0,,,,,
2018-06-08,11,30,23,0,7.0,11.0,18.0,7.0,6.0,27.0,,,,,
2018-06-09,0,31,24,1,8.0,0.0,19.0,8.0,7.0,28.0,,,,,
2018-06-10,1,32,25,2,9.0,1.0,20.0,9.0,8.0,29.0,,,,,
2018-06-11,2,33,26,3,10.0,2.0,21.0,10.0,9.0,30.0,,,,,
2018-06-12,3,34,27,4,11.0,3.0,22.0,11.0,10.0,31.0,,,,,
2018-06-13,4,35,28,5,12.0,0.0,23.0,0.0,11.0,32.0,,,,,
2018-06-14,5,36,29,6,13.0,1.0,24.0,0.0,12.0,33.0,,,,,
2018-06-15,6,37,30,7,14.0,2.0,25.0,1.0,0.0,34.0,,,,,
2018-06-16,7,0,31,8,15.0,3.0,0.0,2.0,1.0,0.0,,,,,
2018-06-17,0,1,0,9,16.0,4.0,0.0,0.0,0.0,0.0,,,,,
2018-06-18,0,2,1,10,17.0,5.0,1.0,0.0,0.0,0.0,,,,,
2018-06-19,0,3,2,11,18.0,0.0,2.0,1.0,0.0,1.0,,,,,
2018-06-20,0,4,3,12,19.0,0.0,3.0,2.0,0.0,0.0,,,,,
2018-06-21,0,5,4,13,20.0,0.0,4.0,3.0,1.0,1.0,,,,,
2018-06-22,0,6,5,14,21.0,1.0,5.0,4.0,2.0,2.0,,,,,
2018-06-23,1,7,6,15,22.0,2.0,6.0,5.0,3.0,3.0,,,,,
2018-06-24,2,8,7,16,23.0,0.0,7.0,6.0,4.0,4.0,,,,,
2018-06-25,3,9,8,17,24.0,1.0,8.0,7.0,5.0,5.0,,,,,
2018-06-26,4,10,9,18,25.0,2.0,9.0,8.0,6.0,6.0,,,,,
2018-06-27,5,11,10,19,26.0,3.0,10.0,9.0,7.0,7.0,,,,,
2018-06-28,6,12,11,20,27.0,4.0,11.0,0.0,8.0,8.0,,,,,
2018-06-29,7,13,12,21,28.0,5.0,0.0,0.0,9.0,9.0,,,,,
2018-06-30,8,14,0,22,29.0,6.0,0.0,0.0,10.0,10.0,,,,,
2018-07-01,9,15,0,23,30.0,7.0,0.0,0.0,11.0,11.0,,,,,
2018-07-02,10,16,0,24,31.0,8.0,0.0,0.0,12.0,12.0,,,,,
2018-07-03,11,0,0,25,0.0,9.0,0.0,0.0,13.0,13.0,,,,,
2018-07-04,12,0,0,0,0.0,10.0,0.0,0.0,14.0,14.0,,,,,
2018-07-05,0,0,0,1,0.0,11.0,0.0,0.0,15.0,15.0,,,,,
2018-07-06,0,1,1,2,1.0,0.0,1.0,1.0,16.0,16.0,,,,,
2018-07-07,1,2,2,3,2.0,1.0,2.0,2.0,17.0,17.0,,,,,
2018-07-08,2,3,0,4,0.0,2.0,3.0,3.0,18.0,18.0,,,,,
2018-07-09,3,0,0,5,0.0,3.0,0.0,0.0,19.0,19.0,,,,,
2018-07-10,4,0,1,6,0.0,4.0,0.0,0.0,20.0,20.0,,,,,
2018-07-11,5,1,2,7,1.0,5.0,1.0,1.0,21.0,21.0,,,,,
2018-07-12,6,2,3,8,2.0,6.0,2.0,2.0,22.0,0.0,,,,,
2018-07-13,7,3,4,9,3.0,0.0,3.0,3.0,23.0,1.0,,,,,
2018-07-14,8,4,5,10,4.0,1.0,4.0,4.0,24.0,0.0,,,,,
2018-07-15,9,5,6,11,5.0,2.0,5.0,5.0,0.0,0.0,,,,,
2018-07-16,0,0,0,0,6.0,3.0,0.0,6.0,0.0,1.0,,,,,
2018-07-17,0,1,1,1,0.0,0.0,0.0,7.0,0.0,0.0,,,,,
2018-07-18,1,2,2,2,1.0,1.0,1.0,8.0,1.0,1.0,,,,,
2018-07-19,2,3,3,0,2.0,2.0,2.0,9.0,2.0,2.0,,,,,
2018-07-20,0,4,0,1,3.0,0.0,0.0,0.0,3.0,3.0,,,,,
2018-07-21,1,5,1,2,4.0,1.0,0.0,1.0,4.0,4.0,,,,,
2018-07-22,2,6,2,3,5.0,2.0,1.0,2.0,0.0,0.0,,,,,
2018-07-23,3,7,3,4,6.0,3.0,0.0,3.0,0.0,0.0,,,,,
2018-07-24,4,8,0,5,0.0,4.0,0.0,0.0,0.0,0.0,,,,,
2018-07-25,5,9,1,6,0.0,5.0,1.0,1.0,0.0,0.0,,,,,
2018-07-26,6,10,0,7,1.0,6.0,2.0,2.0,0.0,0.0,,,,,
2018-07-27,7,0,1,8,0.0,7.0,3.0,3.0,0.0,1.0,,,,,
2018-07-28,0,1,2,9,1.0,8.0,4.0,4.0,0.0,2.0,,,,,
2018-07-29,0,0,3,10,0.0,9.0,5.0,5.0,0.0,0.0,,,,,
2018-07-30,1,1,4,11,1.0,10.0,6.0,6.0,0.0,1.0,,,,,
2018-07-31,2,2,5,12,2.0,11.0,7.0,7.0,1.0,2.0,,,,,
2018-08-01,0,0,6,0,0.0,0.0,0.0,8.0,2.0,3.0,,,,,
2018-08-02,1,0,7,0,1.0,1.0,1.0,0.0,3.0,4.0,,,,,
2018-08-03,2,1,8,1,0.0,2.0,2.0,1.0,4.0,5.0,,,,,
2018-08-04,3,2,9,2,1.0,3.0,3.0,2.0,5.0,6.0,,,,,
2018-08-05,4,3,10,3,2.0,4.0,4.0,0.0,0.0,0.0,,,,,
2018-08-06,0,0,0,4,0.0,5.0,0.0,0.0,0.0,0.0,,,,,
2018-08-07,1,0,1,5,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
2018-08-08,0,1,2,6,1.0,0.0,1.0,2.0,0.0,0.0,,,,,
2018-08-09,0,2,3,7,2.0,0.0,2.0,3.0,0.0,1.0,,,,,
2018-08-10,0,3,4,0,3.0,0.0,3.0,4.0,0.0,2.0,,,,,
2018-08-11,1,4,5,1,4.0,1.0,4.0,5.0,1.0,3.0,,,,,
2018-08-12,2,0,0,0,0.0,2.0,0.0,6.0,2.0,4.0,,,,,
2018-08-13,3,0,0,0,0.0,3.0,0.0,7.0,3.0,5.0,,,,,
2018-08-14,4,1,1,0,1.0,4.0,0.0,0.0,4.0,0.0,,,,,
2018-08-15,5,2,2,0,2.0,5.0,1.0,0.0,5.0,1.0,,,,,
2018-08-16,6,3,3,0,3.0,6.0,2.0,1.0,6.0,2.0,,,,,
2018-08-17,7,4,4,1,4.0,0.0,3.0,2.0,7.0,3.0,,,,,
2018-08-18,8,5,5,2,5.0,1.0,4.0,3.0,8.0,4.0,,,,,
2018-08-19,9,6,6,3,6.0,2.0,5.0,4.0,9.0,5.0,,,,,
2018-08-20,10,7,7,4,7.0,3.0,6.0,5.0,10.0,0.0,,,,,
2018-08-21,11,8,8,5,8.0,4.0,7.0,6.0,0.0,0.0,,,,,
2018-08-22,12,9,9,6,9.0,0.0,8.0,7.0,1.0,1.0,,,,,
2018-08-23,13,10,10,0,10.0,1.0,9.0,8.0,2.0,2.0,,,,,
2018-08-24,14,11,11,1,11.0,2.0,0.0,9.0,3.0,3.0,,,,,
2018-08-25,15,12,12,0,12.0,3.0,0.0,10.0,4.0,4.0,,,,,
2018-08-26,16,13,13,0,13.0,4.0,1.0,11.0,5.0,5.0,,,,,
2018-08-27,17,14,14,1,14.0,5.0,0.0,0.0,6.0,6.0,,,,,
2018-08-28,18,15,0,2,0.0,6.0,0.0,0.0,7.0,7.0,,,,,
2018-08-29,19,16,0,0,0.0,7.0,0.0,1.0,8.0,8.0,,,,,
2018-08-30,20,17,1,1,1.0,8.0,1.0,2.0,9.0,9.0,,,,,
2018-08-31,21,18,2,2,2.0,9.0,2.0,3.0,10.0,10.0,,,,,
2018-09-01,22,19,3,3,3.0,10.0,0.0,4.0,11.0,11.0,,,,,
2018-09-02,23,20,4,0,4.0,11.0,1.0,5.0,12.0,12.0,,,,,
2018-09-03,24,21,0,0,0.0,12.0,0.0,0.0,13.0,13.0,,,,,
2018-09-04,25,22,1,1,1.0,13.0,1.0,1.0,14.0,14.0,,,,,
2018-09-05,26,23,0,2,2.0,14.0,0.0,0.0,15.0,15.0,,,,,
2018-09-06,27,24,1,3,3.0,15.0,1.0,1.0,0.0,16.0,,,,,
2018-09-07,28,25,2,4,4.0,16.0,2.0,2.0,1.0,17.0,,,,,
2018-09-08,29,26,3,5,5.0,17.0,3.0,3.0,2.0,18.0,,,,,
2018-09-09,30,27,4,6,6.0,18.0,4.0,4.0,3.0,19.0,,,,,
2018-09-10,31,28,5,7,7.0,19.0,5.0,5.0,4.0,20.0,,,,,
2018-09-11,32,29,6,8,8.0,20.0,6.0,6.0,5.0,21.0,,,,,
2018-09-12,33,30,7,9,9.0,21.0,0.0,7.0,6.0,22.0,,,,,
2018-09-13,34,31,8,10,10.0,22.0,1.0,8.0,7.0,23.0,,,,,
2018-09-14,35,32,0,11,0.0,23.0,0.0,0.0,8.0,24.0,,,,,
2018-09-15,36,0,0,12,0.0,24.0,0.0,0.0,9.0,25.0,,,,,
2018-09-16,37,1,0,13,1.0,25.0,1.0,0.0,10.0,26.0,,,,,
2018-09-17,38,0,0,14,2.0,26.0,0.0,1.0,11.0,27.0,,,,,
2018-09-18,39,1,1,15,3.0,27.0,1.0,2.0,12.0,28.0,,,,,
2018-09-19,40,2,2,16,4.0,28.0,2.0,3.0,13.0,29.0,,,,,
2018-09-20,41,3,3,17,5.0,29.0,3.0,4.0,14.0,30.0,,,,,
2018-09-21,42,4,0,18,6.0,30.0,4.0,0.0,15.0,31.0,,,,,
2018-09-22,43,5,1,19,7.0,31.0,5.0,1.0,16.0,32.0,,,,,
2018-09-23,44,6,2,20,8.0,32.0,6.0,2.0,17.0,33.0,,,,,
2018-09-24,45,7,3,21,9.0,33.0,7.0,3.0,18.0,34.0,,,,,
2018-09-25,46,8,4,22,10.0,34.0,8.0,4.0,19.0,35.0,,,,,
2018-09-26,47,9,5,23,11.0,35.0,9.0,5.0,20.0,36.0,,,,,
2018-09-27,48,10,6,24,12.0,36.0,10.0,6.0,21.0,37.0,,,,,
2018-09-28,49,11,7,25,13.0,37.0,11.0,7.0,22.0,38.0,,,,,
2018-09-29,50,12,8,26,14.0,38.0,12.0,8.0,23.0,39.0,,,,,
2018-09-30,51,13,9,27,15.0,39.0,13.0,9.0,24.0,40.0,,,,,
2018-10-01,52,14,10,28,16.0,40.0,14.0,10.0,0.0,41.0,,,,,
2018-10-02,53,15,11,29,17.0,41.0,15.0,11.0,1.0,42.0,,,,,
2018-10-03,54,16,12,30,18.0,42.0,16.0,12.0,2.0,43.0,,,,,
2018-10-04,55,17,0,0,19.0,43.0,17.0,13.0,3.0,44.0,,,,,
2018-10-05,56,18,1,0,20.0,44.0,18.0,14.0,4.0,45.0,,,,,
2018-10-06,57,19,2,1,21.0,45.0,19.0,15.0,5.0,46.0,,,,,
2018-10-07,58,20,3,2,22.0,46.0,20.0,16.0,6.0,47.0,,,,,
2018-10-08,59,21,4,3,23.0,47.0,21.0,17.0,7.0,48.0,,,,,
2018-10-09,60,22,0,4,24.0,48.0,0.0,0.0,8.0,49.0,,,,,
2018-10-10,61,23,0,5,25.0,49.0,0.0,0.0,9.0,50.0,,,,,
2018-10-11,62,24,1,6,26.0,50.0,1.0,1.0,10.0,51.0,,,,,
2018-10-12,63,25,2,7,27.0,51.0,2.0,2.0,0.0,52.0,,,,,
2018-10-13,64,26,3,8,28.0,52.0,3.0,3.0,1.0,0.0,,,,,
2018-10-14,65,27,4,9,29.0,53.0,4.0,4.0,2.0,0.0,,,,,
2018-10-15,66,28,5,10,30.0,54.0,5.0,5.0,3.0,1.0,,,,,
2018-10-16,0,29,6,11,31.0,55.0,6.0,6.0,4.0,2.0,,,,,
2018-10-17,0,30,7,12,32.0,56.0,7.0,7.0,5.0,0.0,,,,,
2018-10-18,1,31,8,13,33.0,57.0,8.0,8.0,6.0,1.0,,,,,
2018-10-19,2,32,9,14,34.0,58.0,9.0,9.0,7.0,2.0,,,,,
2018-10-20,3,33,10,15,35.0,59.0,10.0,10.0,8.0,3.0,,,,,
2018-10-21,4,34,11,0,36.0,60.0,11.0,11.0,9.0,0.0,,,,,
2018-10-22,5,35,12,1,37.0,61.0,12.0,12.0,10.0,1.0,,,,,
2018-10-23,6,36,13,2,38.0,0.0,13.0,13.0,11.0,2.0,,,,,
2018-10-24,7,37,14,3,39.0,1.0,14.0,14.0,0.0,3.0,,,,,
2018-10-25,0,38,15,4,40.0,0.0,15.0,15.0,1.0,4.0,,,,,
2018-10-26,1,39,16,5,41.0,1.0,16.0,16.0,0.0,0.0,,,,,
2018-10-27,2,40,17,6,42.0,2.0,17.0,17.0,1.0,1.0,,,,,
2018-10-28,3,41,18,7,43.0,3.0,18.0,18.0,2.0,2.0,,,,,
2018-10-29,4,42,19,0,44.0,4.0,19.0,19.0,3.0,3.0,,,,,
2018-10-30,5,43,20,1,45.0,5.0,20.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,
2018-10-31,6,44,21,2,46.0,6.0,21.0,21.0,5.0,5.0,0.0,0.0,0.0,0.0,
2018-11-01,7,45,22,3,47.0,7.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-11-02,8,46,23,4,48.0,8.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-11-03,9,47,24,5,49.0,9.0,24.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,
2018-11-04,10,48,25,0,50.0,10.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,
2018-11-05,11,49,26,1,51.0,11.0,26.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,
2018-11-06,12,50,27,2,52.0,12.0,27.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,
2018-11-07,13,51,28,3,53.0,13.0,28.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0,
2018-11-08,14,52,29,4,54.0,14.0,29.0,29.0,6.0,3.0,0.0,0.0,0.0,0.0,
2018-11-09,15,53,30,5,55.0,15.0,30.0,30.0,7.0,4.0,0.0,0.0,0.0,0.0,
2018-11-10,16,54,31,6,56.0,16.0,31.0,31.0,8.0,5.0,0.0,0.0,0.0,0.0,
2018-11-11,17,55,32,0,57.0,17.0,32.0,32.0,9.0,6.0,0.0,0.0,0.0,0.0,
2018-11-12,18,56,33,1,58.0,18.0,33.0,33.0,10.0,7.0,0.0,0.0,0.0,0.0,
2018-11-13,19,57,34,2,59.0,19.0,34.0,34.0,11.0,8.0,0.0,0.0,0.0,0.0,
2018-11-14,20,58,35,3,60.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-11-15,21,59,36,4,61.0,1.0,36.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,
2018-11-16,22,60,37,5,62.0,2.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-11-17,23,61,38,6,63.0,3.0,38.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,
2018-11-18,0,62,39,7,64.0,4.0,39.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,
2018-11-19,0,63,40,8,65.0,0.0,40.0,40.0,3.0,3.0,0.0,0.0,0.0,0.0,
2018-11-20,0,64,41,9,66.0,0.0,41.0,41.0,4.0,4.0,0.0,0.0,0.0,0.0,
2018-11-21,1,65,42,10,67.0,1.0,42.0,42.0,5.0,5.0,0.0,0.0,0.0,0.0,
2018-11-22,2,66,43,11,68.0,2.0,43.0,43.0,6.0,6.0,0.0,0.0,0.0,0.0,
2018-11-23,3,67,44,12,69.0,3.0,44.0,44.0,7.0,7.0,0.0,0.0,0.0,0.0,
2018-11-24,4,68,45,13,70.0,4.0,45.0,45.0,8.0,8.0,0.0,0.0,0.0,0.0,
2018-11-25,5,69,46,14,71.0,5.0,46.0,46.0,9.0,9.0,0.0,0.0,0.0,0.0,
2018-11-26,6,70,47,15,72.0,6.0,47.0,47.0,10.0,10.0,0.0,0.0,0.0,0.0,
2018-11-27,7,71,48,16,73.0,0.0,48.0,48.0,0.0,11.0,0.0,0.0,0.0,0.0,
2018-11-28,0,72,49,17,74.0,0.0,49.0,49.0,1.0,12.0,0.0,0.0,0.0,0.0,
2018-11-29,0,73,50,18,75.0,1.0,50.0,50.0,2.0,13.0,0.0,0.0,0.0,0.0,
2018-11-30,0,74,51,19,76.0,2.0,51.0,51.0,0.0,14.0,0.0,0.0,0.0,0.0,
2018-12-01,1,75,52,20,77.0,3.0,52.0,52.0,1.0,15.0,0.0,0.0,0.0,0.0,
2018-12-02,2,76,53,21,78.0,4.0,53.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,
2018-12-03,3,77,54,22,79.0,5.0,54.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,
2018-12-04,4,78,55,23,80.0,6.0,55.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,
2018-12-05,5,79,56,24,81.0,7.0,56.0,3.0,5.0,19.0,0.0,0.0,0.0,0.0,
2018-12-06,6,80,57,25,82.0,8.0,57.0,4.0,6.0,20.0,0.0,0.0,0.0,0.0,
2018-12-07,7,81,58,26,83.0,9.0,58.0,5.0,7.0,21.0,0.0,0.0,0.0,0.0,
2018-12-08,8,82,59,27,84.0,10.0,59.0,6.0,8.0,22.0,0.0,0.0,0.0,0.0,
2018-12-09,9,83,60,28,85.0,11.0,60.0,7.0,9.0,23.0,0.0,0.0,0.0,0.0,
2018-12-10,10,84,61,29,86.0,12.0,61.0,8.0,10.0,24.0,0.0,0.0,0.0,0.0,
2018-12-11,11,85,62,30,87.0,13.0,62.0,9.0,11.0,25.0,0.0,0.0,0.0,0.0,
2018-12-12,12,86,63,31,88.0,14.0,63.0,10.0,12.0,26.0,0.0,0.0,0.0,0.0,
2018-12-13,13,87,64,32,89.0,15.0,64.0,11.0,13.0,27.0,0.0,0.0,0.0,0.0,
2018-12-14,0,88,65,33,90.0,0.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-12-15,1,89,66,34,0.0,1.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,
2018-12-16,2,90,67,35,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-12-17,3,91,68,36,1.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,
2018-12-18,4,92,69,37,2.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,
2018-12-19,0,93,70,38,3.0,1.0,3.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0,
2018-12-20,0,94,0,39,4.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,
2018-12-21,1,0,0,40,0.0,1.0,0.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,
2018-12-22,2,0,1,0,0.0,2.0,0.0,20.0,2.0,6.0,0.0,0.0,0.0,0.0,
2018-12-23,3,1,2,0,1.0,3.0,1.0,21.0,3.0,7.0,0.0,0.0,0.0,0.0,
2018-12-24,4,2,3,1,2.0,4.0,2.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,
2018-12-25,5,3,4,2,3.0,5.0,3.0,23.0,1.0,9.0,0.0,0.0,0.0,0.0,
2018-12-26,6,4,5,3,4.0,6.0,4.0,24.0,2.0,10.0,0.0,0.0,0.0,0.0,
2018-12-27,7,5,6,4,5.0,7.0,5.0,25.0,3.0,11.0,0.0,0.0,0.0,0.0,
2018-12-28,8,6,7,5,6.0,0.0,6.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,
2018-12-29,0,0,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-12-30,1,1,1,7,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018-12-31,2,2,0,8,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
2019-01-01,3,3,1,9,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,
2019-01-02,0,4,2,0,4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,
2019-01-03,0,5,3,1,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-01-04,1,6,4,2,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-01-05,2,0,0,3,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
2019-01-06,3,1,1,0,8.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,
2019-01-07,4,2,2,1,9.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,
2019-01-08,5,3,3,2,10.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,
2019-01-09,6,4,4,3,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-01-10,7,5,5,0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-01-11,8,6,6,1,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-01-12,9,7,7,2,3.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,
2019-01-13,10,8,8,3,4.0,0.0,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,
2019-01-14,11,9,9,4,5.0,0.0,9.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0,
2019-01-15,12,10,10,5,6.0,1.0,10.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,
2019-01-16,13,11,11,6,7.0,2.0,11.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,
2019-01-17,14,12,12,7,8.0,3.0,12.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,
2019-01-18,15,13,13,8,9.0,4.0,13.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,
2019-01-19,16,14,14,9,10.0,5.0,14.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,
2019-01-20,17,15,15,10,11.0,6.0,15.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,
2019-01-21,18,16,16,0,12.0,7.0,16.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,
2019-01-22,19,17,17,1,13.0,8.0,17.0,14.0,10.0,5.0,0.0,0.0,0.0,0.0,
2019-01-23,20,18,18,2,14.0,9.0,18.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,
2019-01-24,21,0,19,3,0.0,10.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,
