,Edmonton,Fredericton,Ottawa,St. John's,Moncton,Calgary,Montreal,Toronto,Vancouver,Victoria,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2019-01-25,22,0,20,0,0.0,11.0,1.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,
2019-01-26,0,1,21,1,1.0,0.0,2.0,2.0,14.0,9.0,0.0,0.0,0.0,0.0,
2019-01-27,0,2,22,2,2.0,1.0,3.0,3.0,15.0,10.0,0.0,0.0,0.0,0.0,
2019-01-28,1,3,23,3,3.0,2.0,4.0,4.0,16.0,11.0,0.0,0.0,0.0,0.0,
2019-01-29,2,4,24,4,4.0,3.0,5.0,5.0,17.0,12.0,0.0,0.0,0.0,0.0,
2019-01-30,0,5,25,5,0.0,4.0,6.0,6.0,18.0,13.0,0.0,0.0,0.0,0.0,
2019-01-31,0,6,26,6,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-02-01,1,7,27,7,2.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,
2019-02-02,2,8,28,8,3.0,2.0,9.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,
2019-02-03,3,9,29,9,4.0,3.0,10.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,
2019-02-04,4,10,30,10,5.0,4.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,
2019-02-05,5,0,0,11,6.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,
2019-02-06,6,1,1,12,0.0,6.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,
2019-02-07,7,2,2,13,1.0,7.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,
2019-02-08,8,0,0,14,0.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,
2019-02-09,9,1,1,15,0.0,9.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,
2019-02-10,10,2,2,16,1.0,10.0,2.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,
2019-02-11,11,3,3,17,2.0,11.0,3.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,
2019-02-12,12,4,4,18,3.0,12.0,4.0,4.0,12.0,11.0,0.0,0.0,0.0,0.0,
2019-02-13,13,5,5,19,4.0,13.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,
2019-02-14,14,6,6,20,5.0,14.0,1.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,
2019-02-15,15,7,7,21,6.0,15.0,2.0,2.0,15.0,14.0,0.0,0.0,0.0,0.0,
2019-02-16,16,8,8,22,7.0,16.0,3.0,3.0,16.0,15.0,0.0,0.0,0.0,0.0,
2019-02-17,17,9,9,23,8.0,17.0,4.0,4.0,17.0,16.0,0.0,0.0,0.0,0.0,
2019-02-18,18,10,10,24,9.0,18.0,5.0,5.0,18.0,17.0,0.0,0.0,0.0,0.0,
2019-02-19,19,11,11,25,10.0,19.0,6.0,6.0,19.0,18.0,0.0,0.0,0.0,0.0,
2019-02-20,20,12,12,26,11.0,20.0,7.0,7.0,20.0,19.0,0.0,0.0,0.0,0.0,
2019-02-21,21,13,13,27,12.0,21.0,8.0,8.0,21.0,20.0,0.0,0.0,0.0,0.0,
2019-02-22,22,14,14,28,13.0,22.0,9.0,9.0,22.0,21.0,0.0,0.0,0.0,0.0,
2019-02-23,23,15,15,29,14.0,23.0,10.0,10.0,23.0,22.0,0.0,0.0,0.0,0.0,
2019-02-24,24,16,0,30,15.0,24.0,11.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,
2019-02-25,25,17,1,31,16.0,25.0,12.0,1.0,25.0,24.0,0.0,0.0,0.0,0.0,
2019-02-26,26,18,2,32,17.0,26.0,13.0,2.0,26.0,25.0,0.0,0.0,0.0,0.0,
2019-02-27,27,19,3,33,18.0,27.0,14.0,3.0,27.0,26.0,0.0,1.0,0.0,0.0,
2019-02-28,28,20,4,34,19.0,28.0,15.0,4.0,28.0,27.0,0.0,0.0,0.0,0.0,
2019-03-01,29,21,5,35,20.0,29.0,16.0,5.0,29.0,28.0,0.0,0.0,0.0,0.0,
2019-03-02,30,22,6,36,21.0,30.0,17.0,6.0,30.0,29.0,0.0,0.0,0.0,0.0,
2019-03-03,31,23,7,37,22.0,31.0,18.0,7.0,31.0,30.0,0.0,0.0,0.0,0.0,
2019-03-04,32,24,8,38,23.0,32.0,19.0,8.0,32.0,31.0,0.0,0.0,0.0,0.0,
2019-03-05,33,25,9,39,24.0,33.0,20.0,9.0,33.0,32.0,0.0,0.0,0.0,0.0,
2019-03-06,34,26,10,40,25.0,34.0,21.0,10.0,34.0,33.0,0.0,0.0,0.0,0.0,
2019-03-07,35,27,11,41,26.0,35.0,22.0,11.0,35.0,34.0,0.0,0.0,0.0,0.0,
2019-03-08,36,28,12,42,27.0,36.0,23.0,12.0,36.0,35.0,0.0,0.0,0.0,0.0,
2019-03-09,37,29,13,43,28.0,37.0,24.0,13.0,37.0,36.0,0.0,0.0,0.0,0.0,
2019-03-10,38,30,14,44,29.0,38.0,25.0,14.0,38.0,37.0,0.0,0.0,0.0,0.0,
2019-03-11,39,31,15,0,30.0,39.0,26.0,15.0,39.0,38.0,0.0,0.0,0.0,0.0,
2019-03-12,40,32,16,1,31.0,40.0,27.0,16.0,40.0,39.0,0.0,0.0,0.0,0.0,
2019-03-13,41,33,17,2,32.0,41.0,28.0,17.0,41.0,40.0,0.0,0.0,0.0,0.0,
2019-03-14,42,0,18,3,0.0,42.0,0.0,18.0,42.0,41.0,0.0,0.0,0.0,0.0,
2019-03-15,43,0,0,4,0.0,43.0,0.0,19.0,0.0,42.0,0.0,0.0,0.0,0.0,
2019-03-16,44,0,1,5,0.0,44.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-03-17,0,1,2,0,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-03-18,1,2,3,1,2.0,1.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,
2019-03-19,0,3,4,2,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-03-20,0,4,5,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-21,0,5,6,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-22,0,6,7,5,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-23,1,7,8,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-24,2,8,9,0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,3,9,10,0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-03-26,4,10,11,1,2.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-03-27,5,11,12,2,3.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-03-28,6,12,13,3,0.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,7,13,14,4,1.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-30,8,14,15,0,2.0,8.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-03-31,9,0,16,0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,10,1,17,0,1.0,10.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-02,11,2,18,1,2.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,12,3,19,2,3.0,12.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-04,13,4,20,3,4.0,13.0,11.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-04-05,14,5,21,4,5.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-06,15,6,22,5,6.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2019-04-07,16,7,23,6,7.0,16.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-04-08,17,8,24,7,8.0,17.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-04-09,18,9,25,8,9.0,18.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-04-10,19,10,26,9,10.0,19.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-04-11,20,11,27,10,11.0,20.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-04-12,21,0,28,11,12.0,21.0,6.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2019-04-13,22,1,29,12,13.0,22.0,7.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
2019-04-14,23,2,30,13,14.0,23.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
2019-04-15,24,3,31,14,15.0,24.0,9.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
2019-04-16,25,4,32,15,16.0,25.0,10.0,8.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
2019-04-17,26,5,33,16,17.0,26.0,11.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
2019-04-18,27,6,34,17,0.0,27.0,12.0,10.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0
2019-04-19,28,7,35,18,0.0,28.0,13.0,11.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0
2019-04-20,29,8,36,19,1.0,29.0,14.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,30,9,37,20,2.0,30.0,15.0,13.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0
2019-04-22,31,10,0,21,3.0,31.0,0.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2019-04-23,32,11,1,22,4.0,0.0,1.0,15.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0
2019-04-24,33,12,2,23,5.0,1.0,2.0,16.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0
2019-04-25,34,13,0,24,6.0,2.0,3.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
2019-04-26,35,14,1,25,7.0,3.0,4.0,1.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0
2019-04-27,36,15,2,26,8.0,4.0,5.0,2.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
2019-04-28,37,16,3,27,9.0,5.0,6.0,3.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0
2019-04-29,38,17,4,28,10.0,6.0,7.0,4.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0
2019-04-30,39,18,5,29,11.0,7.0,8.0,5.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,40,19,6,30,12.0,8.0,9.0,6.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0
2019-05-02,41,20,7,31,13.0,9.0,10.0,7.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0
2019-05-03,42,21,8,32,0.0,10.0,11.0,8.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0
2019-05-04,43,22,9,33,1.0,11.0,12.0,9.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0
2019-05-05,44,23,10,34,2.0,12.0,13.0,10.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
2019-05-06,45,24,11,35,3.0,13.0,14.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0
2019-05-07,46,25,12,36,4.0,14.0,15.0,1.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0
2019-05-08,47,26,13,37,5.0,15.0,16.0,2.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0
2019-05-09,48,27,14,38,6.0,16.0,17.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-10,49,28,15,39,7.0,17.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-11,50,29,16,40,8.0,18.0,19.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,51,30,17,41,9.0,19.0,20.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-05-13,52,31,18,42,10.0,20.0,21.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-05-14,53,32,19,43,11.0,21.0,22.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-05-15,54,33,20,44,12.0,22.0,23.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-05-16,55,34,21,45,13.0,23.0,24.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-05-17,56,35,22,46,14.0,24.0,25.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2019-05-18,57,36,23,47,15.0,25.0,26.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
2019-05-19,58,37,24,48,16.0,26.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-20,59,38,25,49,17.0,27.0,28.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-21,60,39,26,50,18.0,28.0,29.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-05-22,61,40,27,51,19.0,29.0,30.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-05-23,62,41,28,52,20.0,30.0,31.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-05-24,63,42,29,53,21.0,31.0,32.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-05-25,64,43,30,54,22.0,32.0,33.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,65,44,31,55,23.0,33.0,34.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2019-05-27,66,45,32,56,24.0,34.0,35.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2019-05-28,67,46,33,57,25.0,35.0,36.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2019-05-29,0,47,34,0,26.0,0.0,37.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
2019-05-30,1,48,35,1,27.0,1.0,38.0,7.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
2019-05-31,2,49,36,2,28.0,2.0,39.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0,50,37,3,29.0,0.0,40.0,9.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2019-06-02,1,51,38,4,30.0,0.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-03,2,52,39,5,31.0,1.0,42.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-04,3,53,40,6,32.0,2.0,43.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-06-05,4,0,41,7,33.0,3.0,44.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-06-06,5,0,42,8,34.0,4.0,0.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-06-07,6,1,43,9,35.0,5.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-06-08,7,2,44,0,36.0,6.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,8,3,0,1,37.0,7.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,9,0,0,2,38.0,8.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
2019-06-11,10,1,1,3,39.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,0,2,2,4,40.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-13,0,3,3,5,41.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,0,4,4,6,0.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-15,0,0,5,7,0.0,1.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,1,1,6,8,0.0,2.0,6.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,0,2,7,9,1.0,3.0,7.0,10.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0
2019-06-18,1,3,8,10,2.0,4.0,8.0,11.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0
2019-06-19,2,4,9,11,3.0,5.0,9.0,12.0,4.0,6.0,3.0,3.0,3.0,3.0,0.0
2019-06-20,3,5,10,12,4.0,6.0,10.0,13.0,5.0,7.0,0.0,0.0,0.0,4.0,0.0
2019-06-21,4,6,11,13,5.0,7.0,11.0,14.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0
2019-06-22,5,7,12,14,6.0,8.0,0.0,15.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0
2019-06-23,6,8,13,15,7.0,9.0,0.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,3.0
2019-06-24,7,9,14,16,8.0,10.0,1.0,17.0,9.0,11.0,0.0,0.0,0.0,0.0,4.0
2019-06-25,8,10,15,17,9.0,11.0,2.0,18.0,10.0,12.0,0.0,0.0,0.0,0.0,5.0
2019-06-26,9,11,16,18,10.0,12.0,3.0,19.0,11.0,13.0,0.0,0.0,0.0,0.0,6.0
2019-06-27,10,12,17,19,11.0,13.0,0.0,20.0,12.0,14.0,0.0,0.0,0.0,0.0,7.0
2019-06-28,11,13,18,20,12.0,14.0,0.0,21.0,13.0,15.0,0.0,0.0,0.0,0.0,8.0
2019-06-29,12,14,19,21,13.0,15.0,1.0,22.0,14.0,16.0,0.0,0.0,0.0,0.0,9.0
2019-06-30,13,15,20,22,14.0,16.0,2.0,23.0,15.0,17.0,0.0,0.0,0.0,0.0,10.0
2019-07-01,14,16,21,23,15.0,17.0,3.0,24.0,16.0,18.0,0.0,0.0,0.0,0.0,11.0
2019-07-02,15,17,22,24,16.0,18.0,4.0,25.0,17.0,19.0,0.0,0.0,0.0,0.0,12.0
2019-07-03,16,18,23,25,17.0,19.0,5.0,26.0,18.0,20.0,0.0,0.0,0.0,0.0,13.0
2019-07-04,17,19,24,26,18.0,20.0,6.0,27.0,19.0,21.0,0.0,0.0,0.0,0.0,14.0
2019-07-05,18,20,25,27,19.0,21.0,7.0,28.0,20.0,22.0,0.0,0.0,0.0,0.0,15.0
2019-07-06,19,21,26,28,20.0,22.0,8.0,29.0,21.0,23.0,1.0,0.0,0.0,0.0,16.0
2019-07-07,20,22,27,29,21.0,23.0,9.0,30.0,22.0,24.0,0.0,0.0,0.0,0.0,17.0
2019-07-08,21,23,28,0,22.0,24.0,10.0,31.0,23.0,25.0,0.0,0.0,0.0,0.0,18.0
2019-07-09,22,24,29,0,23.0,25.0,11.0,32.0,24.0,26.0,0.0,0.0,0.0,0.0,19.0
2019-07-10,23,25,0,1,24.0,26.0,0.0,33.0,25.0,27.0,0.0,0.0,0.0,0.0,20.0
2019-07-11,24,26,1,2,25.0,27.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,21.0
2019-07-12,25,27,2,3,26.0,28.0,1.0,1.0,27.0,29.0,0.0,0.0,0.0,0.0,22.0
2019-07-13,26,28,3,4,27.0,29.0,2.0,2.0,28.0,30.0,0.0,0.0,0.0,0.0,23.0
2019-07-14,27,29,4,5,28.0,30.0,3.0,3.0,29.0,31.0,0.0,0.0,0.0,0.0,24.0
2019-07-15,28,30,5,6,29.0,31.0,4.0,4.0,30.0,32.0,0.0,0.0,0.0,0.0,25.0
2019-07-16,29,0,6,7,0.0,32.0,5.0,5.0,31.0,33.0,0.0,0.0,0.0,0.0,26.0
2019-07-17,30,1,7,8,1.0,33.0,6.0,6.0,32.0,34.0,0.0,0.0,0.0,0.0,27.0
2019-07-18,31,2,8,9,2.0,34.0,7.0,7.0,33.0,35.0,0.0,0.0,0.0,0.0,28.0
2019-07-19,32,3,9,10,3.0,35.0,8.0,8.0,34.0,36.0,0.0,0.0,0.0,0.0,29.0
2019-07-20,33,0,0,11,0.0,36.0,0.0,0.0,35.0,37.0,0.0,0.0,0.0,0.0,30.0
2019-07-21,0,1,1,12,1.0,37.0,1.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,31.0
2019-07-22,1,2,2,13,2.0,38.0,2.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,32.0
2019-07-23,0,3,3,14,3.0,39.0,3.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,33.0
2019-07-24,1,4,4,15,4.0,40.0,4.0,4.0,2.0,41.0,0.0,0.0,0.0,0.0,34.0
2019-07-25,2,5,0,16,5.0,0.0,0.0,5.0,3.0,42.0,0.0,0.0,0.0,0.0,35.0
2019-07-26,3,0,0,17,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2019-07-27,4,1,0,18,7.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0
2019-07-28,5,2,1,19,8.0,3.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0
2019-07-29,6,3,2,20,0.0,4.0,2.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,39.0
2019-07-30,7,4,3,21,0.0,5.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0
2019-07-31,8,0,4,22,0.0,6.0,0.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,41.0
2019-08-01,9,1,5,23,1.0,7.0,1.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,42.0
2019-08-02,0,2,6,24,2.0,0.0,2.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,43.0
2019-08-03,1,3,7,25,3.0,1.0,3.0,14.0,2.0,8.0,0.0,0.0,0.0,0.0,44.0
2019-08-04,2,4,8,26,4.0,2.0,4.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0
2019-08-05,3,5,9,27,5.0,3.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0
2019-08-06,4,6,10,28,6.0,4.0,6.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,47.0
2019-08-07,5,7,11,29,7.0,5.0,7.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,48.0
2019-08-08,6,8,12,30,8.0,6.0,8.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,49.0
2019-08-09,7,0,13,31,9.0,7.0,9.0,20.0,8.0,4.0,0.0,0.0,0.0,0.0,50.0
2019-08-10,8,1,14,32,10.0,8.0,10.0,21.0,9.0,5.0,0.0,0.0,0.0,0.0,51.0
2019-08-11,9,2,15,0,11.0,9.0,11.0,22.0,10.0,6.0,0.0,0.0,0.0,0.0,52.0
2019-08-12,10,3,0,1,12.0,10.0,12.0,23.0,11.0,7.0,0.0,0.0,0.0,0.0,53.0
2019-08-13,11,4,1,2,13.0,11.0,13.0,24.0,12.0,8.0,0.0,0.0,0.0,0.0,54.0
2019-08-14,12,5,2,3,14.0,12.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2019-08-15,13,6,3,4,15.0,13.0,15.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,56.0
2019-08-16,14,7,4,5,16.0,14.0,16.0,27.0,2.0,2.0,0.0,0.0,0.0,0.0,57.0
2019-08-17,15,8,5,6,17.0,15.0,17.0,28.0,3.0,3.0,0.0,0.0,1.0,0.0,58.0
2019-08-18,16,9,6,7,18.0,16.0,18.0,29.0,4.0,4.0,0.0,0.0,0.0,0.0,59.0
2019-08-19,17,10,0,0,19.0,17.0,19.0,30.0,5.0,5.0,0.0,0.0,0.0,0.0,60.0
2019-08-20,18,11,1,1,20.0,18.0,20.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,61.0
2019-08-21,19,12,2,0,21.0,0.0,21.0,32.0,1.0,7.0,0.0,0.0,0.0,0.0,62.0
2019-08-22,20,13,3,1,22.0,1.0,22.0,33.0,2.0,8.0,0.0,0.0,0.0,0.0,63.0
2019-08-23,21,14,4,2,23.0,2.0,23.0,34.0,3.0,9.0,0.0,0.0,0.0,0.0,64.0
2019-08-24,22,15,5,3,24.0,3.0,24.0,35.0,4.0,10.0,0.0,0.0,0.0,0.0,65.0
2019-08-25,23,16,6,4,25.0,4.0,25.0,36.0,5.0,11.0,0.0,0.0,1.0,0.0,66.0
2019-08-26,24,17,7,5,26.0,5.0,26.0,37.0,6.0,12.0,0.0,0.0,0.0,0.0,67.0
2019-08-27,25,18,8,6,27.0,6.0,0.0,38.0,7.0,13.0,0.0,1.0,0.0,0.0,68.0
2019-08-28,26,0,9,7,28.0,7.0,1.0,39.0,8.0,14.0,0.0,0.0,0.0,0.0,69.0
2019-08-29,27,1,10,8,29.0,8.0,2.0,40.0,9.0,15.0,0.0,0.0,0.0,0.0,70.0
2019-08-30,28,2,11,9,30.0,9.0,3.0,41.0,0.0,16.0,0.0,0.0,0.0,0.0,71.0
2019-08-31,29,3,12,0,31.0,10.0,4.0,42.0,0.0,17.0,0.0,0.0,0.0,0.0,72.0
2019-09-01,30,4,13,0,32.0,11.0,5.0,43.0,0.0,18.0,0.0,0.0,0.0,0.0,73.0
2019-09-02,31,5,14,0,33.0,12.0,6.0,44.0,1.0,19.0,0.0,0.0,0.0,0.0,74.0
2019-09-03,32,6,15,1,34.0,0.0,7.0,45.0,2.0,20.0,0.0,0.0,0.0,0.0,75.0
2019-09-04,33,7,16,2,35.0,1.0,8.0,46.0,3.0,21.0,0.0,0.0,0.0,0.0,76.0
2019-09-05,34,8,17,0,36.0,2.0,9.0,47.0,4.0,22.0,0.0,0.0,0.0,0.0,77.0
2019-09-06,35,9,18,1,37.0,3.0,10.0,48.0,0.0,23.0,0.0,0.0,0.0,0.0,78.0
2019-09-07,36,10,19,2,38.0,4.0,11.0,49.0,1.0,24.0,0.0,0.0,1.0,0.0,79.0
2019-09-08,37,11,20,3,39.0,5.0,12.0,50.0,2.0,25.0,0.0,0.0,0.0,0.0,80.0
2019-09-09,38,12,21,4,40.0,6.0,13.0,51.0,3.0,26.0,0.0,0.0,0.0,0.0,81.0
2019-09-10,39,13,22,5,41.0,7.0,14.0,52.0,4.0,27.0,0.0,0.0,0.0,0.0,82.0
2019-09-11,40,14,23,6,42.0,8.0,15.0,53.0,5.0,28.0,0.0,0.0,0.0,0.0,83.0
2019-09-12,41,15,24,7,43.0,9.0,16.0,54.0,6.0,29.0,0.0,0.0,0.0,0.0,84.0
2019-09-13,42,16,25,8,44.0,10.0,17.0,55.0,7.0,30.0,0.0,0.0,0.0,0.0,85.0
2019-09-14,43,17,26,9,45.0,11.0,18.0,56.0,8.0,31.0,0.0,0.0,0.0,0.0,86.0
2019-09-15,44,18,27,10,46.0,12.0,19.0,57.0,9.0,32.0,0.0,0.0,0.0,1.0,87.0
2019-09-16,45,19,28,11,47.0,13.0,20.0,58.0,10.0,33.0,0.0,0.0,0.0,0.0,88.0
2019-09-17,46,20,29,12,48.0,14.0,21.0,59.0,11.0,34.0,0.0,0.0,0.0,0.0,89.0
2019-09-18,47,21,30,13,49.0,15.0,22.0,60.0,12.0,35.0,0.0,0.0,1.0,0.0,90.0
2019-09-19,48,22,31,14,50.0,16.0,23.0,61.0,13.0,36.0,0.0,0.0,0.0,0.0,91.0
